DC1423.D1023	DC1423.D1400	DC1423.D19337	DC1423.D40723	DC1423.D564	DC1423.D580	DC1423.D588	DC1423.D650	DC1423.D675	DC1423.D699	DC1423.D700	DC1423.D730	DC1423.D766	DC1423.D821	DC1423.D872	DC1423.D882	DC1423.D883	DC1423.D914	DC1423.D916	DC1423.D917	DC1423.D963	DC1423.D967	DC1423.D968	DC1423.D98	DC1423.Dal2324	DC1423.Dal28198	DC1423.DC1423	DC1423.C1438	DC1423.C155	DC1423.C1586	DC1423.C1587	DC1423.C1588	DC1423.C1621	DC1423.C1622	DC1423.C1623	DC1423.C1624	DC1423.C1626	DC1423.C1627	DC1423.C1628	DC1423.C1629	DC1423.C1630	DC1423.C170	DC1423.C1895	DC1423.C1917	DC1423.C1975	DC1423.C28367	DC1423.C3606	DC1423.C3632	DC1423.C3633	DC1423.C4605	DC1423.C583	DC1423.C7891	DC1423.C7893	DC1423.C7894
D963	2.95259082619198	5.7376611285348	4.50573137815858	5.47309081635452	2.69551568215197	4.16592656921531	4.48978287226944	13.042459072079	8.38821424291832	6.28012950785956	4.15463660699978	3.53509651529681	2.90349683514682	3.35842069897342	6.5998010331667	4.91317614780703	1.92008031877955	5.59371927570691	6.96950423136907	4.25769001556981	0	3.00280879173929	2.61646223498757	3.19833218562322	5.25822666683378	4.75039500537373	6.17508647471465	12.3891707107809	10.1034604811405	12.0327218088566	14.3298553169337	6.59089083259248	11.4201074884482	12.4900209769573	15.0555325656003	14.8233210007724	6.55872412152933	13.7663349288918	14.9575679603578	13.7647410155366	13.9151025557839	11.65031864758	10.851911168876	9.41572966584209	15.0228348968135	6.44930323736285	8.39217668763768	13.6217030455766	12.7272142266616	8.84592152023505	9.9879082640982	11.606081912953	6.78952579133804	10.1171074372464
D967	4.62340499748379	7.68351605008059	4.65500569803353	4.76646634150911	3.60017516859414	3.1726662962077	4.08669233856293	11.664268505906	7.44989376359991	5.43235891876551	3.65944906762111	2.74019649045634	4.70222198612047	2.28830505563045	6.37564266663474	3.797293026575	3.5797063056218	5.22000043944934	5.051427548003	3.4200397252721	3.00280879173929	0	2.72019829827248	4.51800953894523	6.70148923986097	4.4755442642947	6.9731533599062	14.1970659099956	11.9113556803552	13.8406170080712	16.1377505161484	8.29563154313085	13.0731385166962	14.297916176172	16.8634277648149	16.631216199987	8.366619320744	15.5742301281065	16.7654631595725	15.5317741241157	15.7229977549986	13.4582138467947	12.6598063680906	11.2607930021709	16.8307300960282	6.899874586965	8.46863912295893	15.4295982447913	14.5351094258763	10.6327932360341	11.7958034633129	13.1349043281738	8.40083691049241	11.925002636461
D968	3.94492310791835	6.23342757159701	3.67688036011585	4.67722989182591	3.0523485446694	3.2970476676755	4.73945962185083	11.7432138828783	7.19432277673611	6.82214214815067	3.62291558258123	2.22746079857236	3.57171536790707	3.28920768167225	6.21798406667313	3.9680343160928	2.50859504420756	5.34452680182776	6.30143312035396	3.25823969157742	2.61646223498757	2.72019829827248	0	4.14037685724651	6.88030571053045	4.89355097648496	7.53716886672708	14.204111148421	11.9184009187806	13.8476622464967	16.1447957545738	8.83454408705081	13.0801837551216	14.3049614145975	16.8704730032404	16.6382614384125	8.66448955288696	15.581275366532	16.7725083979979	15.5388193625411	15.730042993424	13.4652590852201	12.6668516065161	11.2306701034822	16.8377753344536	7.16384551030046	9.35575231931701	15.4366434832168	14.5421546643017	10.7412240549922	11.8028487017383	13.0940092796155	8.14830906666425	11.9320478748865
D98	2.58960880912436	4.69165867127956	4.48451326170262	4.06802543985286	4.16954628439015	5.23102236261627	3.60616991353722	11.9544157847245	8.44023471199408	5.72191422043766	4.25683281793254	4.13544213574613	2.93488376417008	3.89990953284972	5.98440072630198	6.06544721642815	2.95999074443461	5.72943840493469	8.11094938116855	4.02756131030133	3.19833218562322	4.51800953894523	4.14037685724651	0	5.46247157892728	3.77525123216689	5.99780787523345	12.7349927161362	10.4492824864958	12.3785438142119	14.675677322289	7.6266116616721	11.6968921755057	12.8358429823126	15.4013545709556	15.1691430061277	7.14668025315729	14.1121569342471	15.3033899657131	14.0697009302563	14.2609245611392	12.0316471729972	11.1977331742313	9.76848746836182	15.3686569021688	5.85088358050325	8.10210666974106	13.967525050932	13.0730362320169	9.30833539065091	10.3337302694535	11.6248908473307	7.15170683630292	10.4629294426017
Dal2324	4.91960226908874	5.81874486075644	7.03147632759842	6.82411066910044	6.79962136041801	7.71687315642903	7.46068877405696	14.9221805307368	11.0112461185606	7.75665387065164	7.10554572814236	7.35696390715333	5.11690215537302	4.80303876020018	8.98381140975714	8.09840341660387	5.89404525338903	8.52188246363041	9.80299901120107	7.30226381420401	5.25822666683378	6.70148923986097	6.88030571053045	5.46247157892728	0	5.41106297894937	7.04436666208311	10.9358754092326	8.91952991772656	10.7431119580193	12.5306985455097	7.15545036101578	10.7908946805951	11.5385188343661	13.2253595147003	13.1728665831853	7.08788652056511	12.3357893330304	13.0130413207887	13.0618110629021	13.0238249650826	12.2396663548835	9.06060388107025	8.18179649801734	13.0091695544963	9.66179984123725	10.4279321488694	11.4339217335713	11.3949075467782	8.89695773451385	8.23045383604364	10.5773255511703	6.72018330200576	9.75825606900083
Dal28198	3.92940427833887	5.64040931380797	2.95072206484803	3.37421013810729	5.50587784269808	5.17283158617962	4.34895196953313	10.3721648169658	7.22675206921967	5.12493114720455	3.61745200617651	4.78296962028488	4.74050606743083	2.98325158882861	5.78244950299169	5.45402695830112	4.40124442488978	5.3710059897043	6.42730139761586	3.84826334164132	4.75039500537373	4.4755442642947	4.89355097648496	3.77525123216689	5.41106297894937	0	7.42282042771364	14.4620526830547	12.1763424534143	14.1056037811303	16.4027372892075	8.59168626258921	13.6326701410545	14.5629029492311	17.128414537874	16.8962029730461	8.6316060938031	15.8392169011656	17.0304499326315	15.7967608971748	15.9879845280577	13.7232006198538	12.9247931411497	11.5361139348335	17.0957168690873	7.99080012877868	9.20132544256827	15.6945850178504	14.8000961989354	11.5647275179975	12.060790236372	13.3519508142492	8.73771768516731	12.1899894095201
DC1423	5.96574142535275	7.41278825328813	8.40908692501075	7.50788974051555	5.60857608503942	6.47575826696318	6.87009423189261	16.9142465171483	13.3097566101045	6.73432243964663	8.24371714468823	7.36967436941392	6.13621204905983	7.41355638432277	10.9967316846981	9.90740760618221	5.94012117986642	10.4052402083911	11.1845661188066	8.94767764768256	6.17508647471465	6.9731533599062	7.53716886672708	5.99780787523345	7.04436666208311	7.42282042771364	0	7.98533769093763	5.64904494262681	7.88893290379552	9.34468941013983	5.83492852886236	8.21968527510787	7.65589631045981	10.0865333360559	10.3360135737595	4.1470175859548	8.60107676820031	10.0793347560726	9.07027898148034	9.13440245709683	8.01154023226543	6.70045002905296	5.81271192321811	10.2824768837972	7.6613381905042	7.73477632605979	8.8618998758673	8.26687348515487	5.60051488985094	5.98676963591591	6.82760811245266	4.11520676786127	5.93470590910864
C1438	12.3372678290606	12.9095346028734	15.1467484873937	14.3012633008383	12.3183440176243	13.605989575315	13.3939501294281	23.7584116909721	20.4470734415343	13.3326532514986	15.2806685655993	14.4175343835513	12.363778768553	14.2978609889972	18.2206442347875	17.0297761511171	12.3365285432955	17.6291527584805	18.3547573494627	15.6454758416145	12.3891707107809	14.1970659099956	14.204111148421	12.7349927161362	10.9358754092326	14.4620526830547	7.98533769093763	0	3.1395924378236	3.18047401134677	4.0454540613264	7.16556772737948	4.5377314953882	3.19602554351285	3.8674632680738	4.46892408177981	6.88750694816723	3.30871774647106	3.57279471375938	4.37572286664117	3.53542483647894	4.23729913652232	3.08138257603661	6.1331244281892	4.67194212176638	13.8638096348695	9.98601876270396	3.14331210848529	2.76633236993078	5.27045021244131	4.62288546610166	3.82612130444555	7.44082427465848	3.44288800486239
C155	10.0515575994202	10.5637341374204	12.8610382577533	12.0155530711979	10.0326337879839	11.3489386873953	11.1394458932807	21.8260808188147	18.161363211894	11.5469086647465	12.9949583359589	12.1318241539109	10.0780685389126	12.0121507593569	15.9349340051471	14.7440659214767	10.0508183136551	15.3434425288401	16.0690471198223	13.3597656119741	10.1034604811405	11.9113556803552	11.9184009187806	10.4492824864958	8.91952991772656	12.1763424534143	5.64904494262681	3.1395924378236	0	3.25228879197772	5.16378869667994	5.39728030809916	5.36776667898264	4.18601642835212	5.23980896434368	5.74076901595397	4.85675398729681	5.1736270339849	5.0580914814955	5.69940607800703	5.07742068826712	5.21835377763552	2.52570615429783	4.05880040509574	6.0023465164351	11.9167470663667	10.4244027058182	3.67019633974657	3.67715191934628	4.42726219168527	3.79565360396448	3.90975071483285	5.37665696882498	3.13993150970399
C1586	11.9808189271363	12.6349314963296	14.7902995854694	13.944814398914	11.9618951157	13.2495406733906	13.0375012275038	23.3923065674104	20.09062453961	12.5266573933922	14.924219663675	14.061085481627	12.0073298666287	13.9414120870729	17.8641953328632	16.6733272491928	11.9800796413712	17.2727038565562	17.9983084475384	15.2890269396902	12.0327218088566	13.8406170080712	13.8476622464967	12.3785438142119	10.7431119580193	14.1056037811303	7.88893290379552	3.18047401134677	3.25228879197772	0	3.88088682258062	7.01546464314913	4.09896443405019	4.19543321976699	4.25513379036523	4.6226125694712	6.2796891246418	3.40287276920929	3.66240388116667	3.47061726004724	3.69395748107579	4.32926989497457	3.421781860346	6.17317062780457	5.19978604955651	12.9808623794022	9.78043904143803	4.11208202117582	2.66212343326177	6.1385164843032	3.67446299318097	3.07220085658634	7.03984033340609	2.9683023272956
C1587	14.2779524352134	14.3083969224301	17.0874330935465	16.2419479069911	14.2590286237771	15.5466741814678	15.567460337834	25.6894400754875	22.3877580476872	14.812732973029	17.2213531717521	16.3582189897041	14.3044633747058	16.2385455951501	20.1613288409403	18.9704607572699	14.2772131494483	19.5698373646333	20.2954419556155	17.5861604477673	14.3298553169337	16.1377505161484	16.1447957545738	14.675677322289	12.5306985455097	16.4027372892075	9.34468941013983	4.0454540613264	5.16378869667994	3.88088682258062	0	9.09028925516904	5.89325898598968	3.67002201221482	2.95289863023722	4.27976085781639	8.83194169345363	3.05877490463962	2.33375966339186	2.93043633424837	2.95156758221476	4.93934465851304	4.78231010723819	6.97481572589218	2.84343714741096	15.5435687956491	10.4735214257026	4.13950624996237	3.12066282379306	6.43291529362355	5.48166597391728	4.34747473641723	8.9798320332826	4.57538787234685
C1588	7.15179034588022	8.54984994861144	9.75052400688266	9.51906050984444	7.43856089829157	8.30328304665105	8.75541537820284	17.9964963362918	14.5456390746696	8.47779386905736	9.49812233233948	9.04733637550293	7.5285510789444	8.39642662213254	12.3192098679228	11.1283417842524	6.96672521437417	11.7277183916158	12.453322982598	9.85623524666343	6.59089083259248	8.29563154313085	8.83454408705081	7.6266116616721	7.15545036101578	8.59168626258921	5.83492852886236	7.16556772737948	5.39728030809916	7.01546464314913	9.09028925516904	0	6.98992781338548	6.88625410971004	9.61431908328888	9.11525292717849	3.21192054624579	8.95353920359984	9.35481651199486	8.61824588025915	8.48105782652994	7.86551568410248	5.78048099500299	5.2580614103862	9.42110761922111	9.17636077186319	8.51360073559416	8.05211876485017	7.44972109543074	4.76126947023155	4.82697389152596	7.18850744108503	5.03729909694272	5.29018661943327
C1621	11.8728314998814	13.0520477622983	14.3880286000458	13.5532309378539	11.1944166243249	12.4820621820156	12.3320402873043	22.6248280760353	19.323146048235	12.9468441282255	14.1567411722999	13.293606990252	11.3493153560959	13.1739335956979	17.0967168414881	15.9058487578177	11.4022765329249	16.5052253651811	17.2308299561633	14.5215484483151	11.4201074884482	13.0731385166962	13.0801837551216	11.6968921755057	10.7908946805951	13.6326701410545	8.21968527510787	4.5377314953882	5.36776667898264	4.09896443405019	5.89325898598968	6.98992781338548	0	6.384891618326	6.19791367810262	6.84683701698609	6.94953297276829	5.38453108015612	6.3182595579027	5.27440221095199	5.94353274416526	5.23944736722328	5.83234657287391	7.99548748093516	7.76443217004754	12.4917979563804	9.4274501110918	6.06393087342627	5.12049014708424	8.19991020596181	6.39710554164206	4.56344872231383	7.09016272060842	5.54422529080681
C1622	12.438118095237	12.6196038227501	15.2475987535701	14.4021135670148	12.4191942838007	13.7068398414914	13.6513635595686	23.8496057355111	20.5479237077108	13.0644209940453	15.3815188317757	14.5183846497278	12.4646290347294	14.3987112551737	18.3214945009639	17.1306264172935	12.4373788094719	17.7300030246569	18.4556076156391	15.746326107791	12.4900209769573	14.297916176172	14.3049614145975	12.8358429823126	11.5385188343661	14.5629029492311	7.65589631045981	3.19602554351285	4.18601642835212	4.19543321976699	3.67002201221482	6.88625410971004	6.384891618326	0	3.95928496735974	4.30537253491639	6.84801610314673	4.30825503304612	2.86092617363164	4.48208088641147	3.1261373157828	4.33987752051504	4.16101878922995	6.16762514857574	4.36344682233933	13.7519308497509	9.45688362423874	3.88216462478087	3.38828057819604	4.46357840172129	4.39143151219862	3.84293045594937	7.31244171473362	3.01908736625981
C1623	15.00362968388	15.0197943909618	17.8131103422131	16.9676251556577	14.9847058724437	16.284103552898	16.0603119842475	26.7612456843173	23.1134352963537	16.1644020761637	17.9470304204186	17.0838962383707	15.0301406233724	16.9642228438166	20.8870060896068	19.6961380059364	15.0028903981148	20.2955146132998	21.0211192042821	18.3118376964339	15.0555325656003	16.8634277648149	16.8704730032404	15.4013545709556	13.2253595147003	17.128414537874	10.0865333360559	3.8674632680738	5.23980896434368	4.25513379036523	2.95289863023722	9.61431908328888	6.19791367810262	3.95928496735974	0	4.45865241914501	9.81939456042483	3.8507205289553	2.30760952046236	3.61639707506733	3.14900442352708	5.3308413409666	5.14064528704151	8.09536593337328	3.2731131337664	16.8519119318693	11.052222997348	3.62931732758405	3.90466542032208	6.86381147100687	6.52254654926876	4.88843576339453	9.87374772683278	5.64239796824025
C1624	14.7714181190521	15.0466627319047	17.5808987773852	16.7354135908298	14.7524943076158	16.0401398653064	15.8281004194196	26.1829057593262	22.8812237315258	14.9364353711494	17.7148188555907	16.8516846735428	14.7979290585445	16.7320112789887	20.6547945247789	19.4639264411086	14.770678833287	20.063303048472	20.7889076394542	18.079626131606	14.8233210007724	16.631216199987	16.6382614384125	15.1691430061277	13.1728665831853	16.8962029730461	10.3360135737595	4.46892408177981	5.74076901595397	4.6226125694712	4.27976085781639	9.11525292717849	6.84683701698609	4.30537253491639	4.45865241914501	0	8.72814575585188	4.61754240266009	3.68684559922193	4.72737818589584	3.58947130248381	4.32501947342867	5.09185559634118	6.85944155779935	4.58049294078583	15.771461571318	10.6791698158956	3.7616955833559	3.95181588898099	6.56320016920226	5.76916190159263	5.65156456611344	10.1496363713954	4.95477000123532
C1626	6.75033701804709	8.06207224668873	9.58046947271881	9.15351874040283	7.12480489060982	8.2305693507463	8.10457962386591	17.9183088800831	14.6166268522828	7.72431903068535	9.45022197634771	8.70196760579762	7.29081197440975	8.46741439974569	12.3901976455359	11.1993295618655	6.73104270845978	11.7987061692289	12.5243107602111	9.81502925236296	6.55872412152933	8.366619320744	8.66448955288696	7.14668025315729	7.08788652056511	8.6316060938031	4.1470175859548	6.88750694816723	4.85675398729681	6.2796891246418	8.83194169345363	3.21192054624579	6.94953297276829	6.84801610314673	9.81939456042483	8.72814575585188	0	8.45231357091151	9.10003107050531	8.35321246689004	8.09721325959925	7.60170723958179	5.50968362758532	4.11489777332203	9.21649422065097	8.17104993899534	8.07266922699635	7.86791110654912	7.25308426496353	5.33177303879596	4.34345685485737	6.51905241359264	4.02643411909221	5.13053569750906
C1627	13.7144320471715	13.2471266522408	16.5239127055046	15.6784275189493	13.6955082357353	14.9831537934259	14.9511838816412	25.1259196874456	21.8242376596453	13.9480079533177	16.6578327837102	15.7946986016623	13.7409429866639	15.6750252071082	19.5978084528984	18.406940369228	13.7136927614064	19.0063169765914	19.7319215675737	17.0226400597255	13.7663349288918	15.5742301281065	15.581275366532	14.1121569342471	12.3357893330304	15.8392169011656	8.60107676820031	3.30871774647106	5.1736270339849	3.40287276920929	3.05877490463962	8.95353920359984	5.38453108015612	4.30825503304612	3.8507205289553	4.61754240266009	8.45231357091151	0	4.09039952509514	2.89487955174422	3.10336929194182	4.23875513180148	4.65276163925261	6.5426624180523	3.0977311373834	14.891283806724	11.0126977904677	3.68528189611569	2.18454871789826	6.32352765778045	5.40035751445696	4.41575469671687	8.5681950469509	4.23764474135317
C1628	14.9056650786375	15.043042268363	17.7151457369706	16.8696605504152	14.8867412672012	16.1743868248918	15.9874518781761	26.3171527189116	23.0154706911112	15.5057967796236	17.8490658151762	16.9859316331282	14.9321760181299	16.8662582385741	20.7890414843644	19.598173400694	14.9049257928724	20.1975500080574	20.9231545990396	18.2138730911914	14.9575679603578	16.7654631595725	16.7725083979979	15.3033899657131	13.0130413207887	17.0304499326315	10.0793347560726	3.57279471375938	5.0580914814955	3.66240388116667	2.33375966339186	9.35481651199486	6.3182595579027	2.86092617363164	2.30760952046236	3.68684559922193	9.10003107050531	4.09039952509514	0	4.12777193864711	3.26404054378856	4.99230059509448	4.49399087378795	7.22673271410502	3.49685527029058	16.1933066353293	10.7989912541926	3.24057039586793	3.77312633540114	6.81001034969543	5.74680808292588	3.97441993529433	9.4774123646658	5.08172834831101
C1629	13.744577530508	13.6026762830736	16.4814567015138	15.6359715149584	13.6530522317444	14.9406977894351	14.7286583435483	25.0834636834548	21.7817816556545	13.8369932952781	16.6153767797194	15.7522425976715	13.6984869826731	15.6325692031174	19.5553524489076	18.3644843652372	13.6712367574156	18.9638609726006	19.6894655635828	16.9801840557346	13.7647410155366	15.5317741241157	15.5388193625411	14.0697009302563	13.0618110629021	15.7967608971748	9.07027898148034	4.37572286664117	5.69940607800703	3.47061726004724	2.93043633424837	8.61824588025915	5.27440221095199	4.48208088641147	3.61639707506733	4.72737818589584	8.35321246689004	2.89487955174422	4.12777193864711	0	2.73802500443931	4.18440950401165	5.1541512689863	8.08087149937279	3.72905292466671	14.9644088569556	9.52093284592052	4.66831166491578	3.40662550345579	7.18286803208416	5.33585781327903	4.6438404447919	8.34541481041045	4.78812227794088
C1630	13.8631996740636	14.0981099693871	16.6726803323967	15.8271951458413	13.8442758626273	15.131921420318	14.9335607909725	25.2746873143377	21.9730052865374	14.028216926161	16.8066004106023	15.9434662285544	13.889710613556	15.8237928340003	19.7465760797905	18.5557079961201	13.8624603882985	19.1550846034835	19.8806891944657	17.1714076866176	13.9151025557839	15.7229977549986	15.730042993424	14.2609245611392	13.0238249650826	15.9879845280577	9.13440245709683	3.53542483647894	5.07742068826712	3.69395748107579	2.95156758221476	8.48105782652994	5.94353274416526	3.1261373157828	3.14900442352708	3.58947130248381	8.09721325959925	3.10336929194182	3.26404054378856	2.73802500443931	0	3.66263024338234	5.04341848746814	7.50640062945154	3.70886355936534	15.0082531684362	9.35848028707544	4.28681701982383	2.5575452517131	6.29669411918871	5.35789608633078	4.28569476887443	8.8616160760212	3.97567704815357
C170	12.1184806837506	13.9575777546888	14.4078964241928	14.0534752177062	11.5794919544234	12.8671375121141	12.6897255883317	23.0099034061338	19.7082213783335	12.7390833915204	14.5418165023984	13.6786823203505	11.6249267053521	13.5590089257964	17.4817921715866	16.2909240879162	11.5976764800946	16.8903006952796	17.6159052862618	14.9066237784136	11.65031864758	13.4582138467947	13.4652590852201	12.0316471729972	12.2396663548835	13.7232006198538	8.01154023226543	4.23729913652232	5.21835377763552	4.32926989497457	4.93934465851304	7.86551568410248	5.23944736722328	4.33987752051504	5.3308413409666	4.32501947342867	7.60170723958179	4.23875513180148	4.99230059509448	4.18440950401165	3.66263024338234	0	5.40849514222821	8.02617347852238	5.27060388164916	12.8466068035518	8.34136843486014	4.73121444231475	3.32111103468724	7.12445388567549	6.14030738885874	5.27571225317577	9.039448116749	4.86609607403653
C1895	10.8000082871557	11.0937013743629	13.6094889454888	12.7640037589334	10.7810844757194	12.1683824501112	11.9115720133075	22.2114959274297	18.9098138996294	11.5082607824654	13.7434090236943	12.8802748416464	10.8265192266481	12.7606014470923	16.6833846928825	15.4925166092121	10.7992690013905	16.0918932165755	16.8174978075578	14.1082162997096	10.851911168876	12.6598063680906	12.6668516065161	11.1977331742313	9.06060388107025	12.9247931411497	6.70045002905296	3.08138257603661	2.52570615429783	3.421781860346	4.78231010723819	5.78048099500299	5.83234657287391	4.16101878922995	5.14064528704151	5.09185559634118	5.50968362758532	4.65276163925261	4.49399087378795	5.1541512689863	5.04341848746814	5.40849514222821	0	3.83739112350795	5.00675573728311	12.29163913212	10.7347944665488	3.20394501037224	3.47205558025099	4.53765063679922	2.64251428402935	4.18643710436802	5.48980023606299	2.8906835556124
C1917	9.3638267841218	8.89954122929484	12.1733074424549	11.3278222558995	9.62609936780979	11.2626021920181	10.6548810553243	20.7753144243959	17.4736323965956	10.1896049248866	12.3072275206605	11.5916665326114	9.3903377236142	11.3244199440585	15.2472031898487	14.0563351061783	9.36308749835669	14.6557117135417	15.3813163045239	12.6720347966757	9.41572966584209	11.2607930021709	11.2306701034822	9.76848746836182	8.18179649801734	11.5361139348335	5.81271192321811	6.1331244281892	4.05880040509574	6.17317062780457	6.97481572589218	5.2580614103862	7.99548748093516	6.16762514857574	8.09536593337328	6.85944155779935	4.11489777332203	6.5426624180523	7.22673271410502	8.08087149937279	7.50640062945154	8.02617347852238	3.83739112350795	0	6.30958159491404	11.3155247885091	10.99554403094	5.93264320851815	6.2038967756248	4.57826484462741	3.42096801704344	6.34569711944269	4.85221240625828	4.93028946182269
C1975	14.9709320150932	14.5036266201625	17.7804126734263	16.9349274868709	15.0614903857797	16.5961756914527	16.2572984773181	26.3824196553673	23.0807376275669	15.2912039820155	17.9143327516319	17.0511985695839	14.9974429545856	16.9315251750298	20.8543084208201	19.6634403371497	14.9701927293281	20.2628169445131	20.9884215354953	18.2791400276471	15.0228348968135	16.8307300960282	16.8377753344536	15.3686569021688	13.0091695544963	17.0957168690873	10.2824768837972	4.67194212176638	6.0023465164351	5.19978604955651	2.84343714741096	9.42110761922111	7.76443217004754	4.36344682233933	3.2731131337664	4.58049294078583	9.21649422065097	3.0977311373834	3.49685527029058	3.72905292466671	3.70886355936534	5.27060388164916	5.00675573728311	6.30958159491404	0	16.3716363715929	12.2160683526897	3.42943971434885	3.6990259435983	7.08161362671873	5.7905212976157	6.22120649229973	9.63450289810994	5.74525814393011
C28367	7.43858910361737	9.52661428053459	8.07319004956459	8.11540204339025	5.87044036550624	6.51505854157508	6.47959435325317	10.4114441880081	7.85605299982171	5.69895501621933	7.17197623304159	6.80730665848366	8.11100000363313	8.21501968625519	5.28712983886187	6.14083945145188	7.39180714709318	5.5381858518231	8.00489407877764	6.97510433221234	6.44930323736285	6.899874586965	7.16384551030046	5.85088358050325	9.66179984123725	7.99080012877868	7.6613381905042	13.8638096348695	11.9167470663667	12.9808623794022	15.5435687956491	9.17636077186319	12.4917979563804	13.7519308497509	16.8519119318693	15.771461571318	8.17104993899534	14.891283806724	16.1933066353293	14.9644088569556	15.0082531684362	12.8466068035518	12.29163913212	11.3155247885091	16.3716363715929	0	8.97227401482763	14.8920673408778	13.8184929915105	11.3615955646274	11.4108734955933	12.7373997147627	9.24270208960693	11.4424711433357
C3606	9.26739404588234	12.0077468739622	9.59128622189138	10.1156030747872	7.69549221248605	8.21238876016647	8.02670877229832	17.3478265088277	14.5017895626289	8.51455946392024	9.6238761304575	8.96277931601291	9.30951838667764	8.64790450404258	12.2796201373141	11.2136437892734	8.95472962404599	11.6755301604294	12.2780134652629	9.15787673429387	8.39217668763768	8.46863912295893	9.35575231931701	8.10210666974106	10.4279321488694	9.20132544256827	7.73477632605979	9.98601876270396	10.4244027058182	9.78043904143803	10.4735214257026	8.51360073559416	9.4274501110918	9.45688362423874	11.052222997348	10.6791698158956	8.07266922699635	11.0126977904677	10.7989912541926	9.52093284592052	9.35848028707544	8.34136843486014	10.7347944665488	10.99554403094	12.2160683526897	8.97227401482763	0	11.8964681682685	10.7012949701092	9.14949571747255	9.39443666433804	8.68866693707133	9.4048533306494	9.40964080963923
C3632	13.5698001638564	13.8028764216316	16.3792808221895	15.5337956356341	13.5508763524201	14.8385219101107	14.6391515889043	24.9812878041304	21.6796057763301	14.2045574851721	16.513200900395	15.6500667183471	13.5963111033488	15.530393323793	19.4531765695832	18.2623084859128	13.5690608780912	18.8616850932762	19.5872896842585	16.8780081764103	13.6217030455766	15.4295982447913	15.4366434832168	13.967525050932	11.4339217335713	15.6945850178504	8.8618998758673	3.14331210848529	3.67019633974657	4.11208202117582	4.13950624996237	8.05211876485017	6.06393087342627	3.88216462478087	3.62931732758405	3.7616955833559	7.86791110654912	3.68528189611569	3.24057039586793	4.66831166491578	4.28681701982383	4.73121444231475	3.20394501037224	5.93264320851815	3.42943971434885	14.8920673408778	11.8964681682685	0	3.06407341060047	6.18690012776368	4.75228267623647	4.73972348495728	8.12347156260281	4.35691706585248
C3633	12.6753113449413	13.2305809974452	15.4847920032744	14.639306816719	12.656387533505	13.9440330911957	13.9676680474486	24.0867989852154	20.7851169574151	12.9944166444098	15.61871208148	14.755577899432	12.7018222844337	14.635904504878	18.5586877506682	17.3678196669978	12.6745720591762	17.9671962743612	18.6928008653434	15.9835193574952	12.7272142266616	14.5351094258763	14.5421546643017	13.0730362320169	11.3949075467782	14.8000961989354	8.26687348515487	2.76633236993078	3.67715191934628	2.66212343326177	3.12066282379306	7.44972109543074	5.12049014708424	3.38828057819604	3.90466542032208	3.95181588898099	7.25308426496353	2.18454871789826	3.77312633540114	3.40662550345579	2.5575452517131	3.32111103468724	3.47205558025099	6.2038967756248	3.6990259435983	13.8184929915105	10.7012949701092	3.06407341060047	0	5.61441354629571	4.413421443359	4.35534699660125	8.06380014650546	3.21688246787289
C4605	8.85525256217461	8.56455612418747	11.8611112934546	10.7423394324641	9.48905262312366	11.0641331786231	10.3079152876658	21.2627511753754	17.2341357631534	10.7291285470583	12.1946306292647	11.3651509553931	8.71920459899083	10.9087024481348	15.1953050121206	13.3852019815549	8.86858688447516	14.0602021100247	14.7101831799005	12.3227383970162	8.84592152023505	10.6327932360341	10.7412240549922	9.30833539065091	8.89695773451385	11.5647275179975	5.60051488985094	5.27045021244131	4.42726219168527	6.1385164843032	6.43291529362355	4.76126947023155	8.19991020596181	4.46357840172129	6.86381147100687	6.56320016920226	5.33177303879596	6.32352765778045	6.81001034969543	7.18286803208416	6.29669411918871	7.12445388567549	4.53765063679922	4.57826484462741	7.08161362671873	11.3615955646274	9.14949571747255	6.18690012776368	5.61441354629571	0	4.42189769179823	5.39196747349394	5.73117136554431	3.77647159110366
C583	9.9360053823779	10.1462923009472	12.745486040711	11.9000008541556	10.148650406661	11.6833357123339	11.1747914628201	21.347493022652	18.0458109948517	10.1010226344753	12.8794061189166	12.1142175714626	9.9625163218703	11.8965985423146	15.8193817881048	14.6285137044344	9.93526609661279	15.2278903117978	15.95349490278	13.2442133949318	9.9879082640982	11.7958034633129	11.8028487017383	10.3337302694535	8.23045383604364	12.060790236372	5.98676963591591	4.62288546610166	3.79565360396448	3.67446299318097	5.48166597391728	4.82697389152596	6.39710554164206	4.39143151219862	6.52254654926876	5.76916190159263	4.34345685485737	5.40035751445696	5.74680808292588	5.33585781327903	5.35789608633078	6.14030738885874	2.64251428402935	3.42096801704344	5.7905212976157	11.4108734955933	9.39443666433804	4.75228267623647	4.413421443359	4.42189769179823	0	4.52036053407381	5.07519290319346	3.14000091197145
