DC1423.D1023	DC1423.D1400	DC1423.D19337	DC1423.D40723	DC1423.D564	DC1423.D580	DC1423.D588	DC1423.D650	DC1423.D675	DC1423.D699	DC1423.D700	DC1423.D730	DC1423.D766	DC1423.D821	DC1423.D872	DC1423.D882	DC1423.D883	DC1423.D914	DC1423.D916	DC1423.D917	DC1423.D963	DC1423.D967	DC1423.D968	DC1423.D98	DC1423.Dal2324	DC1423.Dal28198	DC1423.DC1423	DC1423.C1438	DC1423.C155	DC1423.C1586	DC1423.C1587	DC1423.C1588	DC1423.C1621	DC1423.C1622	DC1423.C1623	DC1423.C1624	DC1423.C1626	DC1423.C1627	DC1423.C1628	DC1423.C1629	DC1423.C1630	DC1423.C170	DC1423.C1895	DC1423.C1917	DC1423.C1975	DC1423.C28367	DC1423.C3606	DC1423.C3632	DC1423.C3633	DC1423.C4605	DC1423.C583	DC1423.C7891	DC1423.C7893	DC1423.C7894
C1587	115.674748573389	112.895148016518	113.107682557646	101.954624397934	110.603107614441	115.189194259466	109.635955469239	128.886035451749	118.476526553563	113.541499916198	121.334880626424	105.426076771687	113.373109501098	121.330712774848	114.104948842829	113.881396003731	115.862079888705	119.796117688047	113.110291380045	123.051550306361	109.199273755186	111.926640164463	114.801404902094	104.877276363997	79.228945294699	112.904076362721	61.0038376600306	29.1547597978071	34.335683222442	33.2489918307518	0	47.5018385602419	41.2377492774365	24.9253272792066	28.3351223347968	29.9286033293972	37.4980373951874	25.0713437228406	26.2252973423283	26.220565237021	22.660507148929	27.7629047806247	30.0414289137603	36.5260861807508	24.736355669781	65.7383200440677	67.66783699626	27.1923502028376	20.3779741911642	36.4506395859494	29.6880285643952	52.2917194106202	49.258937523784	29.2706002141068
C1588	85.3686948671435	83.9442948733363	82.5297753530939	78.4591991891018	83.2655011057395	90.121399981485	80.5281672669351	101.253286320922	88.6201679580017	89.6442980844155	91.5553155477777	78.153606791635	83.1466057288623	91.2291313418596	87.1606999173747	85.0237938638088	87.1458856739344	91.3241159885112	83.3237392305805	94.1235174385558	80.4584367419061	83.1687097514723	84.3105926658959	76.8864008225229	56.3033566583871	83.3854088320398	43.2910981939432	51.165535719843	41.1355379347015	48.8150371966473	47.5018385602419	0	39.5425088222565	42.2686921190769	47.9621642114654	50.2332961574543	38.9306678253338	48.8158213320014	41.8027850958644	52.199745071613	45.5047580317586	46.0661243640632	44.7366954621044	34.298889624694	46.1543446111313	44.9733819729606	63.244198521191	43.3592416703324	41.4133600792757	46.7277727878882	45.0331379694634	55.7981093814544	42.5992897460864	38.7413922920022
C1621	102.195989673824	97.3303223202535	96.8349710260016	88.9058910610563	95.9546311645552	105.006480725959	94.4601324683598	119.089039854086	104.576396052851	105.22628416153	105.129391105836	92.6125462236117	99.6038421709931	105.285768032815	102.586273497269	98.4543812349027	99.982254341562	105.769090063985	97.4634455769727	107.654141765921	93.2637115722683	96.788344838744	100.830440213368	91.2741294522812	64.3611627769169	96.1643404620752	52.7495921970386	41.4118737849583	40.0038255200644	38.958113751493	41.2377492774365	39.5425088222565	0	41.4272538728706	41.9114605833367	44.0000928934632	43.7081937363203	40.3762185112479	37.2465853948586	42.6903868707563	38.25529158119	36.9823461219562	43.724667678364	40.9769069781228	42.6407696639731	59.9693837085568	68.7153683987336	39.3144752168285	34.1955566924739	53.8042890643968	44.5240363546611	37.7732816424978	53.4707897420234	38.754603710887
C1622	118.325505260936	115.545904704065	114.731040094889	105.319499059015	112.692522251473	118.481461885863	112.534168369857	131.543799738306	121.12728324111	115.12764020025	123.985637313972	107.955685407165	116.023866188646	123.981469462395	117.042186279755	116.532152691278	118.304723132879	122.529832111937	114.538584056118	125.702306993908	111.850030442733	114.57739685201	117.452161589641	107.528033051544	80.1202001895137	115.020586670211	61.3199990754716	28.4568984095244	28.5524163480675	30.038574698044	24.9253272792066	42.2686921190769	41.4272538728706	0	29.1138771537655	32.5467602062566	39.1740430196701	29.4971360945539	28.6596139300687	30.6076086808935	20.9146573778753	30.3674398297927	30.4870078699971	33.2726321669882	29.4838114728633	63.8810264243031	68.5537797699491	22.2434558897406	24.6694061665791	41.878188237639	27.8312046156915	50.2834051643839	46.5149745494961	26.7265257324539
C1623	116.568157364935	112.715029995069	112.628397107793	103.645801964216	109.861647542478	115.009076238017	109.792013046482	128.586391588038	118.296408532114	113.341362198138	121.154762604976	105.379305403402	113.19299147965	121.1505947534	113.92483082138	114.248975771794	115.473848423883	120.552277430736	111.876485332538	122.871432284912	109.019155733737	111.746522143014	114.892930304903	104.697158342548	76.5022181541161	112.644575359148	61.0539788873459	32.5919027451881	39.5557124547227	33.3089965722779	28.3351223347968	47.9621642114654	41.9114605833367	29.1138771537655	0	27.4076749527057	42.5965274329253	28.8799452263679	29.7790842438694	35.3062463673241	26.8697106021581	34.4557515491774	33.5064325758459	41.6752700195232	33.5745422059487	66.0267510018074	64.906285860982	30.1934492233216	27.3743993071911	39.6591535137639	32.9198961077971	49.7963761545172	49.3135234120328	29.220711940244
C1624	117.309761383328	114.074765360184	114.466628376879	105.804987151017	111.15042280535	116.70740499422	111.523701055219	129.87516685091	119.585183794987	116.940078791283	122.72973955513	106.355690672495	114.481766742522	122.529160682474	115.234495719576	114.990053245155	116.762623686755	122.357378666073	113.263244247535	124.192385906221	110.307930996609	113.129270435275	116.507007856845	105.985933605421	80.9082843389931	114.654060553892	64.7663053403472	36.366211487617	39.2142215061123	36.2009558019031	29.9286033293972	50.2332961574543	44.0000928934632	32.5467602062566	27.4076749527057	0	43.4129512444138	31.4915219421486	32.7964137080774	31.709375710377	28.3664648311994	31.8952552525762	36.36457367462	40.6332043785699	36.1668981561886	62.8409490040221	67.9948939357566	31.0929624972084	32.1280417303016	39.9293656704498	35.73077782687	50.9944907531269	52.0503181023716	31.7911517355396
C1626	88.5513383658583	85.9003389850034	87.3094169608549	79.2845231885919	84.9381576138379	88.7303045746663	83.5851473870723	102.162487555597	91.3531163460323	90.2588957125534	94.2114704188938	78.4557088324564	86.6840121360535	94.6490625063875	87.9510892330836	88.9977094257048	89.2442521945349	96.4253213478977	88.411681784534	95.92814009883	82.6794751040779	86.1849997687699	88.0997927992243	78.3885774124689	55.1843570974745	85.8689166033656	45.7570499622237	39.3444047226854	39.2777538679648	42.8987266496215	37.4980373951874	38.9306678253338	43.7081937363203	39.1740430196701	42.5965274329253	43.4129512444138	0	38.978180617394	40.4135433127603	41.7507520346148	41.0928087525813	38.1088919462011	38.9697296858583	26.8777711718816	43.3901940058268	49.178617225587	54.5878329244618	39.6918164434904	35.8418797782773	30.7717764284302	34.9677018191945	57.7121291600135	30.4570624269543	32.8156850704934
C1627	115.075028810905	112.295428254034	111.456828280468	101.997083183057	109.442045801443	115.071245132598	109.036235706755	128.604168248932	117.876806791079	114.938274755732	120.735160863941	104.79322717513	112.773389738615	120.730993012365	114.58322208181	113.613512318341	115.054246682848	119.196397925563	112.919224065451	122.451830543877	108.599553992702	111.326920401979	114.201685139611	104.530515247777	78.2657305325695	112.106433609453	59.7879971538928	28.0118061175558	35.1593583989751	27.6273533034214	25.0713437228406	48.8158213320014	40.3762185112479	29.4971360945539	28.8799452263679	31.4915219421486	38.978180617394	0	30.3479975215624	17.9946949882675	24.5347792036001	29.2489286017502	32.1695239853759	36.2692939535235	28.3027646448709	69.7340156279678	69.243540472576	28.9159923954886	23.7055339012278	41.7134245657775	30.3499061985845	51.1563226339927	47.601713771146	26.2566787065571
C1628	110.197448620606	107.754970571813	108.341737938379	97.087330079472	104.983491712861	110.795820323775	104.137084398226	123.590655678453	112.083358915712	109.926536477333	115.669799165495	100.197905067739	106.822870137445	115.270979367994	108.545174788935	108.700097553352	109.953012942949	114.124735437919	107.146539726301	117.502588814689	102.985546274187	105.62382014046	109.037957951509	99.024804660555	74.4740361165883	108.071714502453	56.5430675218785	34.1599231826009	39.4303788018843	35.9504009911245	26.2252973423283	41.8027850958644	37.2465853948586	28.6596139300687	29.7790842438694	32.7964137080774	40.4135433127603	30.3479975215624	0	33.6117407018968	31.2557351789186	28.9160965953174	37.4678432004783	38.8021442763277	33.5431468774722	61.1630648207214	70.8466022096347	28.6954590858035	30.4610170075311	42.8450115001912	35.0374134194676	46.5973861919498	49.4502115391503	27.5264476119057
C1629	117.935342367065	115.155741810194	116.59741378715	104.870805814574	112.302359357603	117.449788053142	111.896549262915	131.673662338642	120.812649107013	118.350547762011	123.595474420101	107.507627224748	115.633703294775	123.591306568525	117.591751582278	116.141989797407	117.914560239008	122.211647970347	114.415483947496	125.312144100037	111.459867548862	114.187233958139	117.061998695771	107.694559025064	84.282573538106	114.932886412877	63.9446189275124	31.955934646743	38.4190198643934	31.7274012406804	26.220565237021	52.199745071613	42.6903868707563	30.6076086808935	35.3062463673241	31.709375710377	41.7507520346148	17.9946949882675	33.6117407018968	0	26.3327068298498	33.1515666132156	35.1045526938896	37.746035629491	30.1143681514081	72.3693153863435	73.7240689902604	29.7811775403008	29.5796073553551	43.8340030515119	34.288968911454	52.7229850909887	50.6362728540524	29.4227183874894
C1630	116.903477403114	114.123876846243	114.2482261388	103.28966407961	111.270494393651	116.926571988502	110.864684298964	129.995238439211	119.705255383288	115.025121781203	122.563609456149	106.475762260796	114.601838330823	122.559441604573	115.989925238956	115.247989269326	116.882695275056	121.050045934045	113.163699518017	124.280279136086	110.428002584911	113.155368994188	116.030133731819	106.106005193722	80.1565572651353	113.600786923086	60.1891605395297	31.2233586792728	31.501856163849	30.4498676111176	22.660507148929	45.5047580317586	38.25529158119	20.9146573778753	26.8697106021581	28.3664648311994	41.0928087525813	24.5347792036001	31.2557351789186	26.3327068298498	0	30.2349744057683	32.9819374256846	35.528434243544	27.8818432670852	67.0730465571869	69.9420299835216	25.6397614254332	25.9452521740593	45.3339374184233	32.089212603322	47.2053012176283	47.760846478061	29.3064368486888
C170	109.646614275387	106.867013718516	108.273670618655	96.9707921557232	104.182504649745	110.650593032002	103.853083862786	123.159117215153	112.448392255561	111.354215860175	115.376357095941	100.172747277249	107.506677797187	115.302578476846	108.714195590017	107.853261705729	109.625832147329	113.767983390044	108.139247249778	117.197275955548	103.171139457183	106.754511330272	108.773270604092	98.8491420659944	73.886804233434	106.706338798249	59.0450619571616	33.0327759511165	32.9040853149213	35.5104533447571	27.7629047806247	46.0661243640632	36.9823461219562	30.3674398297927	34.4557515491774	31.8952552525762	38.1088919462011	29.2489286017502	28.9160965953174	33.1515666132156	30.2349744057683	0	34.6777966349699	35.3718592620318	32.3953908245738	61.3708702033507	71.9924848850633	29.8071394755749	26.7205006185479	42.6238340809088	35.049646412979	47.407921195899	48.7449791312805	28.7383197498314
C1895	114.797701305921	112.01810074905	111.179500775484	104.180924845615	109.164718296458	114.312146991998	108.758908201771	128.287870941608	117.599479286095	112.268887360275	120.457833358956	104.369986163603	112.49606223363	120.45366550738	113.671781798683	113.239452163886	114.776919177863	119.561400218105	111.521242668288	122.174503038892	108.322226487717	111.049592896995	113.924357634626	104.000229096528	77.5009483128773	111.654931778775	62.4976635103054	24.1343575520662	31.2673108721373	25.1848952341462	30.0414289137603	44.7366954621044	43.724667678364	30.4870078699971	33.5064325758459	36.36457367462	38.9697296858583	32.1695239853759	37.4678432004783	35.1045526938896	32.9819374256846	34.6777966349699	0	32.9723054423504	34.7358430416672	65.9934103246379	67.4526357615409	22.9025634302767	30.6906049362783	37.0599557271727	23.617942473776	55.3052263064781	45.0269819507592	32.7701458122736
C1917	100.690520535542	96.8426702960389	96.1799104732708	87.4814669373313	93.9078425610176	100.0623956279	93.5631059140504	113.105364162706	102.342603550654	96.9275161067895	105.200957623516	89.2944426269068	97.3004827245513	105.19678977194	98.9110330984115	98.4234386226754	99.6596891716819	105.007316334876	96.6432760081846	106.917627303452	93.2857330440645	95.792717161554	99.4852032934041	88.8764115854648	64.5690502536436	96.2359069797551	49.4523492899323	37.3721350901297	30.9104930397822	36.4473177932566	36.5260861807508	34.298889624694	40.9769069781228	33.2726321669882	41.6752700195232	40.6332043785699	26.8777711718816	36.2692939535235	38.8021442763277	37.746035629491	35.528434243544	35.3718592620318	32.9723054423504	0	40.5039484613584	55.8662145184595	64.1905133084349	33.1157618366918	33.9773441642914	36.788939753618	29.3356163954165	53.6826612579662	33.9357120719741	33.2199272929592
C1975	114.232679907619	111.453079350748	111.432405569494	101.143642096819	108.599696898156	114.158829702104	108.686944305401	129.514606889432	117.050254326788	111.309668747062	119.892811960654	105.252074335635	111.931040835328	119.888644109078	112.696088852833	112.613819924479	114.211897779561	118.354049022277	110.4457587028	121.60948164059	107.757205089416	110.484571498693	113.359336236324	103.982833688823	76.3372175192299	111.106741215591	59.9754126015404	35.5092369377867	29.0938482602106	37.0812804822278	24.736355669781	46.1543446111313	42.6407696639731	29.4838114728633	33.5745422059487	36.1668981561886	43.3901940058268	28.3027646448709	33.5431468774722	30.1143681514081	27.8818432670852	32.3953908245738	34.7358430416672	40.5039484613584	0	67.3240872123708	72.3140824215105	30.1358251952797	27.6876277640715	43.9176887101802	32.1005465444461	51.7985440987179	55.086589618925	32.3288264519609
C28367	71.4726002007232	63.819162249397	67.223136851089	62.161323723828	67.6408026031203	72.0436284620997	62.1670014611522	77.360640232226	66.5848627514194	75.6129567138987	69.4666197730057	64.1898925967434	69.3533330378262	72.3974765393929	65.1282792288472	64.4902021627406	67.9972007153499	67.8240385200306	69.694900572902	73.5264628711281	63.2821250751452	65.5980461609852	70.1551127318932	63.5135931532995	53.2423862398191	65.7344184314836	54.5812132372003	69.8956448733334	62.1857915227075	71.2990227039572	65.7383200440677	44.9733819729606	59.9693837085568	63.8810264243031	66.0267510018074	62.8409490040221	49.178617225587	69.7340156279678	61.1630648207214	72.3693153863435	67.0730465571869	61.3708702033507	65.9934103246379	55.8662145184595	67.3240872123708	0	58.1865633369167	65.7004087229687	62.7033462700669	56.2852456201478	65.5544358888277	71.0448482140343	44.8178439802263	59.3666907071524
C3606	88.2028417754435	83.2484626639553	86.5740509983398	81.7292701482053	80.7981641689076	83.3803012004358	81.5069879733831	94.9086552753888	87.6278950830823	92.1243855054331	87.2459780243273	67.9335751278073	88.9228651180613	87.5722727620142	89.2133870746117	81.2828824705143	82.9089365755092	95.1410346851978	90.4429489444487	90.0790444866319	77.702309162501	80.2970490832492	86.3235601476435	80.1874385989658	66.2138006088822	82.2813794190811	68.0136260409384	67.7585410391262	69.9986075263471	73.8914451612455	67.66783699626	63.244198521191	68.7153683987336	68.5537797699491	64.906285860982	67.9948939357566	54.5878329244618	69.243540472576	70.8466022096347	73.7240689902604	69.9420299835216	71.9924848850633	67.4526357615409	64.1905133084349	72.3140824215105	58.1865633369167	0	68.7553103592154	64.2188364373207	54.6104514484652	69.5583134438471	78.5826135727154	60.2375809220145	64.687082031754
C3632	118.302116177301	115.52251562043	114.683915646864	106.252305783694	112.678414440321	117.816561863378	112.263323073151	131.393877213399	121.103894157475	115.548649218386	123.962248230337	107.874401034984	116.000477105011	123.958080378761	116.732316446741	116.508763607643	118.281334049244	122.423485291959	114.515194972483	125.678917910273	111.826641359098	114.554007768375	117.428772506007	107.504643967909	80.2304062753427	114.997197586576	62.3475749195304	27.3776408122503	30.7522576988069	26.360611952324	27.1923502028376	43.3592416703324	39.3144752168285	22.2434558897406	30.1934492233216	31.0929624972084	39.6918164434904	28.9159923954886	28.6954590858035	29.7811775403008	25.6397614254332	29.8071394755749	22.9025634302767	33.1157618366918	30.1358251952797	65.7004087229687	68.7553103592154	0	27.4235218255855	39.7789877657999	27.4169060741925	47.9890097436224	44.3373270569578	30.2401588774922
C3633	111.080163929992	108.300563373121	107.894637100815	98.4193183126438	105.629374793122	110.594609616069	105.041370825842	124.17192496609	113.881941910166	111.529075119158	116.740295983028	100.77210665944	108.778524857702	116.736128131452	110.659153284786	109.286811360334	111.059381801935	115.264609375172	109.020224063284	118.456965662964	104.604689111789	107.332055521066	110.206820258698	100.2826917206	72.8124550652889	107.775245339267	57.5383092290921	30.01235711037	31.6651744123196	31.5174549696469	20.3779741911642	41.4133600792757	34.1955566924739	24.6694061665791	27.3743993071911	32.1280417303016	35.8418797782773	23.7055339012278	30.4610170075311	29.5796073553551	25.9452521740593	26.7205006185479	30.6906049362783	33.9773441642914	27.6876277640715	62.7033462700669	64.2188364373207	27.4235218255855	0	37.8988791161973	30.4604754924369	50.6974141007057	46.2373590997704	26.7999229267518
C4605	94.7465384929608	92.5923390713169	93.6423387075091	86.7844284389121	91.3852043086684	98.0298957879007	90.4389346664342	110.108153718414	98.2602076364813	96.6596461247751	101.153875343713	85.48916650748	93.1185303061843	100.360479474478	94.3738973207455	95.764642845884	95.3818351826169	103.42165985945	93.3540251331465	102.560962304186	88.5343873932982	91.0140605143088	94.8038721282973	85.578417876695	59.3083311379703	92.2996918979319	51.7012697484884	40.4848289226864	43.0994607132867	42.6621027152379	36.4506395859494	46.7277727878882	53.8042890643968	41.878188237639	39.6591535137639	39.9293656704498	30.7717764284302	41.7134245657775	42.8450115001912	43.8340030515119	45.3339374184233	42.6238340809088	37.0599557271727	36.788939753618	43.9176887101802	56.2852456201478	54.6104514484652	39.7789877657999	37.8988791161973	0	33.2334253246673	56.0279734771899	37.0359658398576	37.1426961288447
C583	115.839168319538	113.059567762667	112.406037215365	102.278602398476	110.206185310075	115.353614005615	109.800375215388	129.124658318945	118.640946299712	111.842781837848	121.499300372573	105.567885684726	113.824277574156	121.495132520997	114.269368588977	114.04581574988	115.81838619148	120.330698971219	112.052247114719	123.215970052509	109.363693501334	112.091059910612	114.965824648243	105.041696110146	76.0799557363081	112.534249728813	61.6920848905316	25.0968031300017	31.0076597783118	28.9133888063611	29.6880285643952	45.0331379694634	44.5240363546611	27.8312046156915	32.9198961077971	35.73077782687	34.9677018191945	30.3499061985845	35.0374134194676	34.288968911454	32.089212603322	35.049646412979	23.617942473776	29.3356163954165	32.1005465444461	65.5544358888277	69.5583134438471	27.4169060741925	30.4604754924369	33.2334253246673	0	55.5533838158668	41.2644083431069	30.9386384288032
C7891	106.314929534877	102.334646179235	100.661626250353	91.5942017335692	100.487250935991	109.878616821	96.9357786810974	120.972839753581	107.141040839832	114.276286506148	109.341902576084	97.4749843355014	102.729706930206	109.77698259852	110.473780916768	103.750320379018	102.777974534425	109.204066134986	100.352050248817	110.923391896201	99.2052150575744	100.592983374101	104.897551358992	95.7009309934563	71.5371755708271	99.7802249944436	58.1132344873594	57.1254325818737	49.4553675697331	55.2041871073081	52.2917194106202	55.7981093814544	37.7732816424978	50.2834051643839	49.7963761545172	50.9944907531269	57.7121291600135	51.1563226339927	46.5973861919498	52.7229850909887	47.2053012176283	47.407921195899	55.3052263064781	53.6826612579662	51.7985440987179	71.0448482140343	78.5826135727154	47.9890097436224	50.6974141007057	56.0279734771899	55.5533838158668	0	63.2064612835589	49.5715858074349
C7893	82.3997501129526	79.4220785440518	79.2361845662203	75.5113666626901	78.1808551577149	83.0377972666681	75.9188665329111	96.5214936572023	85.4601873922998	90.496239457528	87.1875537150116	72.0819848027089	80.1248194906574	87.0665861471618	84.1776306481017	81.4079457922718	81.1133281339405	88.7809010372751	83.4836016357234	90.7029485386141	76.1585499447211	78.9548793764241	80.5059776633994	73.5624652177013	54.9498720229557	79.4425201576057	47.7535478764501	48.6063903635698	46.9823525844696	49.1484189360491	49.258937523784	42.5992897460864	53.4707897420234	46.5149745494961	49.3135234120328	52.0503181023716	30.4570624269543	47.601713771146	49.4502115391503	50.6362728540524	47.760846478061	48.7449791312805	45.0269819507592	33.9357120719741	55.086589618925	44.8178439802263	60.2375809220145	44.3373270569578	46.2373590997704	37.0359658398576	41.2644083431069	63.2064612835589	0	42.3173350500342
C7894	106.248952254375	102.921600862627	102.913320904198	94.0806856368384	100.419009094827	107.345503038341	99.6199134362841	121.010838365322	108.766513129723	104.648772202437	111.318838593469	96.3878687983307	103.357067468144	111.314670741893	105.839844284582	104.075614175967	105.637924412376	111.353186588272	103.218964570504	113.035508273406	99.1832317222307	101.910598131508	104.859138704275	94.8612343310418	69.241389612154	102.353787949709	54.9100772495728	31.4110571793689	34.5700562571211	30.8091096569361	29.2706002141068	38.7413922920022	38.754603710887	26.7265257324539	29.220711940244	31.7911517355396	32.8156850704934	26.2566787065571	27.5264476119057	29.4227183874894	29.3064368486888	28.7383197498314	32.7701458122736	33.2199272929592	32.3288264519609	59.3666907071524	64.687082031754	30.2401588774922	26.7999229267518	37.1426961288447	30.9386384288032	49.5715858074349	42.3173350500342	0
